resource_type,resource_name,user_id,timestamp,metadata
tableau,Reporting,nidhn,2/8/2026 11:35,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A52 - Naraka: Bladepoint,nidhn,2/8/2026 11:35,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,nidhn,2/8/2026 11:23,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A52 - Naraka: Bladepoint,nidhn,2/8/2026 11:23,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,ruixiangf,2/8/2026 11:20,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,nidhn,2/8/2026 11:18,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A52 - Naraka: Bladepoint,nidhn,2/8/2026 11:18,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Reporting,ruixiangf,2/8/2026 11:16,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,"C06,C07 - Ballistar_TWID",ruixiangf,2/8/2026 11:16,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,ruixiangf,2/8/2026 11:16,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,"C06,C07 - Ballistar_TWID",ruixiangf,2/8/2026 10:46,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Reporting,hongz,2/8/2026 6:59,"{""folder"": ""902: CheonSangBi: 天上碑M"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,902: CheonSangBi: 天上碑M,hongz,2/8/2026 6:59,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
search,tai,hongz,2/8/2026 6:59,"{""device_type"": ""laptop"", ""source_item"": ""tableau""}"
tableau,Complete View,hongz,2/8/2026 6:58,"{""folder"": ""497: Gunny Origin-TW"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,hongz,2/8/2026 6:37,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Complete View,ruixiangf,2/8/2026 5:33,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,vinhvnn,2/8/2026 2:06,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vinhvnn,2/8/2026 2:06,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vinhvnn,2/8/2026 2:06,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vinhvnn,2/8/2026 2:06,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vinhvnn,2/8/2026 2:06,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/7/2026 23:31,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/7/2026 23:31,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,tuanqg,2/7/2026 22:55,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Complete View,hongz,2/7/2026 22:51,"{""folder"": ""497: Gunny Origin-TW"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,497: Gunny Origin-TW,hongz,2/7/2026 22:51,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
search,gunny,hongz,2/7/2026 22:51,"{""device_type"": ""laptop"", ""source_item"": ""all-dashboards""}"
home,Game Dashboard,hongz,2/7/2026 22:50,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,495 - Gunny Origin-VN,hongz,2/7/2026 22:50,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,hongz,2/7/2026 22:38,"{""folder"": ""495 - Gunny Origin-VN"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,495 - Gunny Origin-VN,hongz,2/7/2026 22:38,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,hongz,2/7/2026 22:37,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,trieutq2,2/7/2026 22:36,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,ruixiangf,2/7/2026 21:52,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,ruixiangf,2/7/2026 21:52,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,tuanqg,2/7/2026 21:20,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,thuna11,2/7/2026 18:40,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,ruixiangf,2/7/2026 15:45,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,"C06,C07 - Ballistar_TWID",ruixiangf,2/7/2026 15:45,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
export,Export,danhg,2/7/2026 15:30,"{""device_type"": ""laptop"", ""source_item"": ""export""}"
tableau,Reporting,cheng-kail,2/7/2026 13:51,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Operation,nhandt3,2/7/2026 13:23,"{""folder"": ""425 - Perfect World Thái"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,425 - Perfect World Thái,nhandt3,2/7/2026 13:23,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,nhandt3,2/7/2026 13:23,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,tuanqg,2/7/2026 12:21,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Operation,anhpvh,2/7/2026 12:19,"{""folder"": ""A70 - Nghịch Thuỷ Hàn"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,anhpvh,2/7/2026 12:19,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Reporting,anhpvh,2/7/2026 12:19,"{""folder"": ""A70 - Nghịch Thuỷ Hàn"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,anhpvh,2/7/2026 11:54,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,anhpvh,2/7/2026 11:54,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:37,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:36,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:36,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:35,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:35,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:35,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:35,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,trieutq2,2/7/2026 10:35,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,kietlta,2/7/2026 10:34,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,kietlta,2/7/2026 10:34,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Operation,kietlta,2/7/2026 10:33,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,kietlta,2/7/2026 10:33,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,kietlta,2/7/2026 10:33,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,kietlta,2/7/2026 10:32,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:31,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:28,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,kietlta,2/7/2026 10:21,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,kietlta,2/7/2026 10:21,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,kietlta,2/7/2026 10:21,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,kietlta,2/7/2026 10:18,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,"C06,C07 - Ballistar_TWID",kietlta,2/7/2026 10:18,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 10:18,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,kietlta,2/7/2026 10:18,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View - (Access Retention),kietlta,2/7/2026 10:14,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,kietlta,2/7/2026 10:13,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,kietlta,2/7/2026 10:13,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View - (Access Retention),kietlta,2/7/2026 10:11,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,kietlta,2/7/2026 10:11,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,kietlta,2/7/2026 10:11,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View - (Access LTV),kietlta,2/7/2026 10:11,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View - (Access LTV),kietlta,2/7/2026 10:11,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View - (Access LTV),kietlta,2/7/2026 10:11,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,kietlta,2/7/2026 10:11,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,kietlta,2/7/2026 10:11,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View - (Access LTV),thuongtd,2/7/2026 10:10,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,thuongtd,2/7/2026 10:09,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,thuongtd,2/7/2026 10:09,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View - (Access Retention),thuongtd,2/7/2026 10:08,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View - (Access LTV),thuongtd,2/7/2026 10:07,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,thuongtd,2/7/2026 10:05,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,thuongtd,2/7/2026 10:05,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,hainnd,2/7/2026 9:54,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hainnd,2/7/2026 9:15,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,kietlta,2/7/2026 8:26,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,kietlta,2/7/2026 8:26,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,tuanqg,2/7/2026 8:25,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/7/2026 8:18,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/7/2026 8:18,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/7/2026 7:43,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hainnd,2/7/2026 6:57,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/7/2026 0:19,"{""folder"": ""658 - Kiếm Thế Origin"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,ninhmv,2/7/2026 0:19,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:50,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:50,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:48,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:48,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:45,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:45,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:43,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 23:42,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,trungpn,2/6/2026 22:50,"{""folder"": ""A70 - Nghịch Thuỷ Hàn"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,trungpn,2/6/2026 22:50,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,trungpn,2/6/2026 22:50,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,trungpn,2/6/2026 22:50,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 22:33,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,hongz,2/6/2026 22:31,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Reporting,hongz,2/6/2026 22:30,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 22:30,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 22:28,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 22:25,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 22:15,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 22:15,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/6/2026 22:05,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,huynhcd,2/6/2026 21:26,"{""folder"": ""A70 - Nghịch Thuỷ Hàn"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,huynhcd,2/6/2026 21:26,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,tuanqg,2/6/2026 20:54,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ruixiangf,2/6/2026 20:47,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,cheng-kail,2/6/2026 19:39,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,kietlta,2/6/2026 18:42,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,kietlta,2/6/2026 18:38,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,kietlta,2/6/2026 18:36,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,"C06,C07 - Ballistar_TWID",kietlta,2/6/2026 18:36,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,kietlta,2/6/2026 18:36,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View,kietlta,2/6/2026 18:35,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,kietlta,2/6/2026 18:35,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,kietlta,2/6/2026 18:35,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View,ruixiangf,2/6/2026 18:32,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,ruixiangf,2/6/2026 18:32,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Custom Dashboard,ruixiangf,2/6/2026 18:31,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,ruixiangf,2/6/2026 18:31,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,ruixiangf,2/6/2026 18:31,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,ruixiangf,2/6/2026 18:30,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,ruixiangf,2/6/2026 18:30,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Custom Dashboard,ruixiangf,2/6/2026 18:30,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,ruixiangf,2/6/2026 18:30,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Reporting,ruixiangf,2/6/2026 18:29,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,ruixiangf,2/6/2026 18:29,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,ruixiangf,2/6/2026 18:28,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,anhnlh,2/6/2026 18:19,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,tuanqg,2/6/2026 18:13,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,AA22: Lineage 2 Mobile,tuanqg,2/6/2026 18:13,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,tuanqg,2/6/2026 18:13,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,ruixiangf,2/6/2026 18:09,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,647 - Ballistic Hero VNG,ruixiangf,2/6/2026 18:09,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,ruixiangf,2/6/2026 18:09,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View,anhnlh,2/6/2026 18:00,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,AA22: Lineage 2 Mobile,anhnlh,2/6/2026 18:00,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,anhnlh,2/6/2026 18:00,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,anhnlh,2/6/2026 18:00,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,anhnlh,2/6/2026 17:59,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,tuanqg,2/6/2026 17:59,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,anhnlh,2/6/2026 17:59,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Complete View,hongz,2/6/2026 17:56,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,meiqinf,2/6/2026 17:54,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Reporting,tuanqg,2/6/2026 17:13,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,AA22: Lineage 2 Mobile,tuanqg,2/6/2026 17:13,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,thambt,2/6/2026 17:12,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,496 - Gunny Origin-TH (BoomZ),thambt,2/6/2026 17:12,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,thambt,2/6/2026 17:12,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,A52 - Naraka: Bladepoint,thambt,2/6/2026 17:11,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,thambt,2/6/2026 17:11,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Complete View,hongz,2/6/2026 17:09,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Revenue By Country,kieunn2,2/6/2026 17:08,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Revenue By Country,kieunn2,2/6/2026 17:08,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,anhnlh,2/6/2026 17:08,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,thambt,2/6/2026 17:07,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,AA22: Lineage 2 Mobile,thambt,2/6/2026 17:07,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Complete View,thambt,2/6/2026 17:07,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,AA22: Lineage 2 Mobile,thambt,2/6/2026 17:07,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,AA22: Lineage 2 Mobile,thambt,2/6/2026 17:07,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,thambt,2/6/2026 17:06,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,A52 - Naraka: Bladepoint,thambt,2/6/2026 17:06,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,thambt,2/6/2026 17:06,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,huept2,2/6/2026 17:02,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
